17,1
35,1
24,1
12,1
23,1
16,1
34,1
35,1
36,1
35,1
27,1
26,1
9,3
36,1
31,1
32,1
32,1
33,1
17,1
22,1
6,1
17,1
18,1
16,1
13,1
15,1
16,1
16,1
16,1
15,1
16,1
14,1
15,1
24,1
18,1
16,1
2,1
15,1
17,1
36,1
10,1
21,3
15,3
20,3
31,3
6,3
14,1
14,1
12,1
8,1
15,1
7,1
5,3
3,1
23,1
35,1
31,1
24,1
6,1
26,1
33,1
24,1
18,3
20,3
4,3
13,3
31,3
17,3
17,3
16,3
15,3
21,3
25,3
27,3
33,3
29,3
31,3
14,3
23,3
28,3
18,3
28,3
35,3
26,3
28,3
26,3
26,3
18,3
28,3
28,3
29,3
34,1
27,3
32,1
26,3
27,1
25,3
26,3
25,3
23,3
33,3
22,3
26,3
27,3
7,3
9,3
10,3
23,3
26,3
13,3
22,1
26,1
23,1
26,1
25,1
23,1
25,1
17,1
20,1
35,1
6,1
34,1
31,1
16,1
18,1
19,1
21,1
7,3
4,3
22,3
25,3
26,3
26,3
26,3
15,3
6,3
46,4
24,3
13,3
18,4
23,3
3,3
23,3
20,3
18,3
18,3
12,3
23,4
22,3
16,4
25,4
20,4
19,4
15,3
7,3
29,4
39,4
52,4
3,4
20,4
13,3
10,4
28,4
4,4
14,4
22,4
27,4
13,4
43,4
47,4
13,4
4,3
16,4
26,4
32,4
17,4
12,4
11,4
25,4
22,4
17,4
12,4
